age_rating_s,age rating s,健全
dress_lift,dress lift,ドレスリフト
fishnets,fishnets,漁網
crossdressing,crossdressing,異性装
eyes_visible_through_hair,eyes visible through hair,髪を通して見える目
fate/zero,fate/zero,運命/ゼロ
red-framed_eyewear,red-framed eyewear,赤枠のメガネ
handjob,handjob,手コキ
saber,saber,セイバー
kamishirasawa_keine,kamishirasawa keine,kamishirasawa慧音
minigirl,minigirl,minigirl
#ERROR!,#ERROR!,#ERROR!
sweater_vest,sweater vest,ベストセーター
sneakers,sneakers,スニーカー
medium_hair,medium hair,中髪
green_skirt,green skirt,緑のスカート
bespectacled,bespectacled,眼鏡をかけ
white_footwear,white footwear,白い靴
thick_thighs,thick thighs,太い太もも
teacup,teacup,ティーカップ
single_thighhigh,single thighhigh,単一thighhigh
couch,couch,ソファー
v_arms,v arms,V腕
reiuji_utsuho,reiuji utsuho,reiuji utsuho
chen,chen,陳
flying,flying,飛行
cuffs,cuffs,カフス
buruma,buruma,ブルマ
hair_over_shoulder,hair over shoulder,肩に髪
folded_ponytail,folded ponytail,折り畳まポニーテール
ball,ball,玉
revealing_clothes,revealing clothes,暴露の服
sakura_kyouko,sakura kyouko,桜京子
touken_ranbu,touken ranbu,刀剣乱舞
gem,gem,宝石
konpaku_youmu_(ghost),konpaku youmu (ghost),魂魄妖夢（幽霊）
garter_belt,garter belt,ガーターベルト
ribbed_sweater,ribbed sweater,リブ編みのセーター
halloween,halloween,ハロウィーン
eye_contact,eye contact,アイコンタクト
alcohol,alcohol,アルコール
after_sex,after sex,セックスの後
pink_dress,pink dress,ピンクのドレス
skull,skull,頭蓋骨
kagamine_rin,kagamine rin,鏡音リン
lens_flare,lens flare,レンズフレア
tomoe_mami,tomoe mami,巴マミ
black_hairband,black hairband,黒のヘアバンド
ejaculation,ejaculation,射精
fish,fish,魚
micro_bikini,micro bikini,マイクロビキニ
bow_(weapon),bow (weapon),弓（武器）
spread_pussy,spread pussy,スプレッドの猫
tall_image,tall image,背の高い画像
black_bra,black bra,黒のブラジャー
fate/extra,fate/extra,運命/エクストラ
girls_frontline,girls frontline,少女前線
oekaki,oekaki,お絵かき
wide_hips,wide hips,広い腰
wading,wading,ワタリ
frilled_sleeves,frilled sleeves,フリル袖
spot_color,spot color,スポットカラー
spear,spear,槍
fingering,fingering,フィンガリング
side_braid,side braid,サイド組紐
kawashiro_nitori,kawashiro nitori,kawashiroのニトリ
card_(medium),card (medium),カード（中）
streaked_hair,streaked hair,画線髪
between_legs,between legs,股間
piercing,piercing,ピアス
blue_sailor_collar,blue sailor collar,ブルーセーラー襟
legs_apart,legs apart,離れて足
interlocked_fingers,interlocked fingers,連動指
monster,monster,モンスター
jitome,jitome,jitome
pom_pom_(clothes),pom pom (clothes),ポンポン（服）
older,older,年上の
thick_eyebrows,thick eyebrows,太い眉毛
snake,snake,ヘビ
new_year,new year,新年
shimakaze_(kantai_collection),shimakaze (kantai collection),shimakaze（艦隊コレクション）
red_flower,red flower,赤い花
bunny,bunny,バニー
side_slit,side slit,サイドスリット
hinanawi_tenshi,hinanawi tenshi,hinanawi天使
black_wings,black wings,黒い翼
bowl,bowl,丼鉢
gen_1_pokemon,gen 1 pokemon,GEN 1匹のポケモン
curvy,curvy,カービー
red_footwear,red footwear,赤い靴
4boys,4boys,4boys
dakimakura,dakimakura,抱き枕
camisole,camisole,キャミソール
hat_removed,hat removed,帽子削除
mole_under_mouth,mole under mouth,口の下モル
twins,twins,双子
|_|,| |,| |
innertube,innertube,インナーチューブ
desk,desk,机
erection,erection,勃起
bubble,bubble,バブル
low-tied_long_hair,low-tied long hair,低結ば長い髪
arms_behind_head,arms behind head,頭の後ろに腕
spikes,spikes,スパイク
bandaid,bandaid,バンドエイド
white_bow,white bow,白の弓
tray,tray,トレイ
empty_eyes,empty eyes,うつろな目
street_fighter,street fighter,ストリートファイター
dog,dog,犬
rape,rape,レイプ
cake,cake,ケーキ
rain,rain,雨
shield,shield,シールド
tatara_kogasa,tatara kogasa,多々良kogasa
long_fingernails,long fingernails,長い爪
starry_sky,starry sky,星空
kaenbyou_rin,kaenbyou rin,kaenbyou RIN
upside-down,upside-down,逆さまに
buckle,buckle,バックル
cum_in_mouth,cum in mouth,口の中で兼
baseball_cap,baseball cap,野球帽
motion_lines,motion lines,動線
hibiki_(kantai_collection),hibiki (kantai collection),響（艦隊コレクション）
ice,ice,氷
smoke,smoke,煙
thong,thong,ひも
out_of_frame,out of frame,フレームのうち
legs_up,legs up,足アップ
armlet,armlet,アームレット
white_ribbon,white ribbon,白いリボン
partially_submerged,partially submerged,部分的に水没
epaulettes,epaulettes,肩章
clenched_hands,clenched hands,食いしばっ手
overwatch,overwatch,オーバーウォッチ
sleeves_rolled_up,sleeves rolled up,袖はロールアップ
sunset,sunset,日没
wince,wince,ひるみ
miko,miko,巫女
holding_food,holding food,保持食品
hands_on_hips,hands on hips,腰上の手
ribbon-trimmed_sleeves,ribbon-trimmed sleeves,リボントリミング袖
yukata,yukata,浴衣
impossible_clothes,impossible clothes,不可能服
houraisan_kaguya,houraisan kaguya,houraisanかぐや
own_hands_together,own hands together,一緒に自分の手
popsicle,popsicle,アイスキャンデー
sarashi,sarashi,sarashi
dark_skinned_male,dark skinned male,暗いは、オススキン
shawl,shawl,ショール
under-rim_eyewear,under-rim eyewear,アンダーリムメガネ
track_jacket,track jacket,トラックジャケット
light_particles,light particles,光の粒子
hair_rings,hair rings,ヘアリング
koakuma,koakuma,小悪魔
zipper,zipper,ジッパー
hands_together,hands together,一緒に手
teddy_bear,teddy bear,テディベア
tales_of_(series),tales of (series),（シリーズ）の物語
index_finger_raised,index finger raised,人差し指が上昇します
contrapposto,contrapposto,コントラ
ghost,ghost,幽霊
tress_ribbon,tress ribbon,髪の房リボン
beard,beard,髭
kongou_(kantai_collection),kongou (kantai collection),金剛（艦隊コレクション）
purple_dress,purple dress,紫のドレス
outstretched_hand,outstretched hand,広げた手
black_background,black background,黒の背景
cloak,cloak,クローク
pencil_skirt,pencil skirt,ペンシルスカート
kill_la_kill,kill la kill,キルラキル
doll,doll,人形
red_legwear,red legwear,赤のレッグウェア
geta,geta,入手する
hairpin,hairpin,ヘアピン
reflection,reflection,反射
hood_down,hood down,フードダウン
demon_tail,demon tail,悪魔の尻尾
faceless,faceless,顔のありません
happy_birthday,happy birthday,誕生日おめでとう
butt_crack,butt crack,お尻の亀裂
realistic,realistic,現実的
spoken_heart,spoken heart,話し言葉の心
blue_neckwear,blue neckwear,ブルーネックウェアー
swimsuit_under_clothes,swimsuit under clothes,服の下に水着
areola_slip,areola slip,乳輪スリップ
hijiri_byakuren,hijiri byakuren,聖白蓮
running,running,ランニング
striped_bikini,striped bikini,ストライプビキニ
;),;),;）
hug_from_behind,hug from behind,後ろから抱擁
bloomers,bloomers,ブルーマー
walking,walking,ウォーキング
breast_squeeze,breast squeeze,胸のスクイズ
paw_pose,paw pose,足のポーズ
restrained,restrained,控えめ
thighband_pantyhose,thighband pantyhose,thighbandパンスト
curly_hair,curly hair,カーリーヘア
doggystyle,doggystyle,小犬スタイル
page_number,page number,ページ番号
inaba_tewi,inaba tewi,TEWI稲葉
yellow_background,yellow background,黄色の背景
hand_on_another's_head,hand on another's head,別の頭の上に手
arm_at_side,arm at side,側の腕
pajamas,pajamas,パジャマ
aircraft,aircraft,航空機
denim_shorts,denim shorts,デニムショートパンツ
top_hat,top hat,トップハット
mahou_shoujo_lyrical_nanoha,mahou shoujo lyrical nanoha,魔法少女リリカルなのは
eighth_note,eighth note,八分音符
everyone,everyone,全員
ibuki_suika,ibuki suika,伊吹萃香
contemporary,contemporary,コンテンポラリー
school_bag,school bag,ランドセル
blue_legwear,blue legwear,ブルーレッグウェア
tabard,tabard,陣羽織
pelvic_curtain,pelvic curtain,骨盤のカーテン
holding_gun,holding gun,保持銃
covering_breasts,covering breasts,胸をカバー
lucky_star,lucky star,幸運の星
sun_hat,sun hat,日よけ帽
ofuda,ofuda,神札
fate/apocrypha,fate/apocrypha,運命/外典
inazuma_(kantai_collection),inazuma (kantai collection),イナズマ（艦隊コレクション）
pantyshot_(sitting),pantyshot (sitting),pantyshot（座って）
third-party_edit,third-party edit,サードパーティの編集
spoken_ellipsis,spoken ellipsis,口語省略記号
cumdrip,cumdrip,cumdrip
mystia_lorelei,mystia lorelei,ミスティアローレライ
plate,plate,プレート
code_geass,code geass,コードギアス
+_+,+ +,+ +
lifted_by_self,lifted by self,セルフで持ち上げ
akagi_(kantai_collection),akagi (kantai collection),赤城（艦隊コレクション）
long_skirt,long skirt,ロングスカート
cannon,cannon,大砲
hair_down,hair down,髪のダウン
:q,:q,：Q
frog_hair_ornament,frog hair ornament,カエルの髪飾り
inazuma_eleven_(series),inazuma eleven (series),イナズマイレブン（シリーズ）
short_hair_with_long_locks,short hair with long locks,長いロックと短い髪
high_heel_boots,high heel boots,ハイヒールのブーツ
full-face_blush,full-face blush,フルフェイス赤面
black_serafuku,black serafuku,黒serafuku
plump,plump,豊満
hair_scrunchie,hair scrunchie,ヘアシュシュ
yellow_bow,yellow bow,黄色の弓
freckles,freckles,そばかす
pointless_censoring,pointless censoring,無意味な検閲
zoom_layer,zoom layer,ズーム層
serious,serious,深刻
colored_eyelashes,colored eyelashes,色のまつげ
smartphone,smartphone,スマートフォン
yellow_neckwear,yellow neckwear,黄色のネックウェアー
chopsticks,chopsticks,箸
frog,frog,カエル
league_of_legends,league of legends,リーグ・オブ・レジェンズ
smirk,smirk,似非笑い
jumping,jumping,ジャンピング
underwater,underwater,水中
muneate,muneate,muneate
spread_arms,spread arms,スプレッドアーム
injury,injury,けが
pose,pose,ポーズ
short_ponytail,short ponytail,短いポニーテール
goggles_on_head,goggles on head,頭の上にゴーグル
screencap,screencap,SCREENCAP
jeanne_d'arc_(fate)_(all),jeanne d'arc (fate) (all),ジャンヌダルク（運命）（すべて）
tenryuu_(kantai_collection),tenryuu (kantai collection),tenryuu（艦隊コレクション）
gothic_lolita,gothic lolita,ゴシックロリータ
blue_shirt,blue shirt,青いシャツ
panties_around_one_leg,panties around one leg,一本の足の周りのパンティー
white_bra,white bra,白いブラジャー
kita_high_school_uniform,kita high school uniform,北高校の制服
valentine,valentine,バレンタイン
shiny_clothes,shiny clothes,光沢のある服
mini_hat,mini hat,ミニ帽子
yasaka_kanako,yasaka kanako,八坂神奈子
blue_panties,blue panties,青いパンティー
arm_behind_back,arm behind back,背中の後ろに腕
pink_skirt,pink skirt,ピンクのスカート
blue_bikini,blue bikini,青いビキニ
blazblue,blazblue,BLAZBLUE
futanari,futanari,ふたなり
angel_wings,angel wings,天使の翼
watch,watch,見る
brother_and_sister,brother and sister,兄弟姉妹
camera,camera,カメラ
cigarette,cigarette,シガレット
crying_with_eyes_open,crying with eyes open,開いた目で泣いて
akiyama_mio,akiyama mio,秋山澪
french_braid,french braid,フランスの三つ編み
back-to-back,back-to-back,背中合わせに
extra_ears,extra ears,余分な耳
mahou_shoujo_lyrical_nanoha_strikers,mahou shoujo lyrical nanoha strikers,魔法少女リリカルなのはストライカー
antennae,antennae,アンテナ
yaoi,yaoi,やおい
circlet,circlet,円光
nazrin,nazrin,ナズーリン
military_hat,military hat,軍の帽子
monogatari_(series),monogatari (series),物語（シリーズ）
chocolate,chocolate,チョコレート
nose,nose,鼻
backlighting,backlighting,バックライト
red_gloves,red gloves,赤い手袋
demon_wings,demon wings,悪魔の翼
cum_on_hair,cum on hair,髪の兼
hitodama,hitodama,人魂
mittens,mittens,ミトン
straight_hair,straight hair,真っ直ぐな髪
heavy_breathing,heavy breathing,荒い息遣い
yagokoro_eirin,yagokoro eirin,yagokoro映倫
arm_warmers,arm warmers,アームウォーマー
wedding_dress,wedding dress,ウェディングドレス
!,!,！
object_insertion,object insertion,オブジェクトの挿入
sword_art_online,sword art online,ソードアートオンライン
arrow,arrow,矢印
houjuu_nue,houjuu nue,houjuu NUE
clitoris,clitoris,クリトリス
drinking_glass,drinking glass,コップ
emblem,emblem,象徴
photo,photo,写真
knees_together_feet_apart,knees together feet apart,離れて膝一緒に足
sheathed,sheathed,シース
legs_together,legs together,一緒に足
blue,blue,青
snowing,snowing,雪が降ります
adjusting_hair,adjusting hair,髪を調整します
tassel,tassel,タッセル
purple_legwear,purple legwear,紫のレッグウェア
meme_attire,meme attire,ミーム服装
paws,paws,足
megurine_luka,megurine luka,巡音ルカ
anchor,anchor,アンカー
ass_grab,ass grab,お尻のグラブ
naval_uniform,naval uniform,海軍の制服
love_live!_sunshine!!,love live! sunshine!!,ライブが大好き！日光！！
portrait,portrait,肖像画
lollipop,lollipop,ロリポップ
wand,wand,杖
gohei,gohei,御幣
persona_4,persona 4,ペルソナ4
